id,f1,f2,f3,f4,f5,f6,f7,f8,f9
14890,3957,3378,56,142,15,162,1193,50,165
14891,5105,3013,56,57,189,144,1105,56,149
14892,3154,392,94,128,216,154,122,0,158
14893,539,710,56,99,25,164,1307,26,166
14894,6534,1474,56,43,393,294,1107,21,296
14895,2837,1697,56,16,36,325,1615,21,324
14896,2250,156,56,99,67,17,2043,65,20
14897,6061,582,9,11,146,249,1977,50,248
14898,1809,413,56,142,355,249,893,50,248
14899,6534,2175,117,156,233,154,1691,0,158
14900,2270,3949,56,5,423,325,222,21,324
14901,901,3704,56,16,270,249,1081,50,248
14902,5422,1400,56,16,198,249,893,50,248
14903,2454,3919,56,158,372,249,1070,50,248
14904,5830,3371,56,99,31,249,893,50,248
14905,7150,1940,56,43,265,207,2285,28,181
14906,248,1359,56,142,15,249,893,50,248
14907,1908,1288,56,70,370,285,985,51,287
14908,5397,3876,56,163,151,37,638,24,49
14909,537,4046,56,72,128,111,214,6,117
14910,6570,3628,56,70,99,104,566,20,107
14911,6853,2710,56,57,234,302,843,39,303
14912,7038,2209,56,142,157,274,726,4,274
14913,4040,3781,81,111,233,154,881,0,158
14914,4550,3902,56,158,422,194,419,66,198
14915,3957,116,56,33,440,162,1193,50,165
14916,2543,2336,80,110,432,214,1173,5,216
14917,5465,3317,56,5,404,194,1095,66,198
14918,224,2546,56,5,45,242,2273,4,241
14919,6887,579,56,142,305,241,1033,8,240
14920,870,3279,56,142,355,281,1652,31,281
14921,917,3796,75,102,241,169,215,24,172
14922,3654,2030,56,99,269,162,893,50,165
14923,2541,430,56,5,423,336,2087,27,336
14924,1311,519,78,132,222,159,895,66,162
14925,6329,4202,56,16,374,247,496,26,246
14926,2454,2791,74,101,321,175,146,4,188
14927,7317,3889,56,5,448,0,2258,50,0
14928,3967,3917,56,142,399,0,893,50,0
14929,1800,2295,56,99,186,249,893,50,248
14930,596,1256,56,43,384,27,1227,18,32
14931,3925,3786,56,70,99,238,1021,50,237
14932,6965,4118,56,5,404,8,1231,4,9
14933,4869,3305,56,142,423,249,893,50,248
14934,2161,3832,56,43,364,117,409,50,123
14935,3393,2615,71,103,43,249,893,50,248
14936,6553,1388,100,137,241,169,790,24,172
14937,1495,295,56,5,275,194,1095,66,198
14938,5087,2416,56,16,329,317,1727,50,171
14939,27,2415,56,158,348,162,893,50,165
14940,3028,3384,56,33,29,315,1116,56,315
14941,5846,1654,56,70,245,170,2203,58,173
14942,1431,2851,56,43,155,249,893,50,248
14943,67,2756,3,2,27,93,1198,65,95
14944,5300,1643,56,5,359,334,1732,4,334
14945,223,3691,56,142,423,259,1054,43,259
14946,1120,3809,56,5,399,259,535,43,259
14947,2777,2764,27,35,6,4,1699,39,5
14948,3743,1831,50,59,216,156,900,66,113
14949,4486,2471,56,5,181,269,1201,4,268
14950,1367,3099,13,60,240,156,895,66,113
14951,5593,2461,87,119,240,154,2351,0,158
14952,5105,328,56,5,207,249,1193,50,248
14953,7389,1618,7,7,131,332,170,59,332
14954,6486,1285,56,70,370,162,892,50,165
14955,3207,3191,56,57,312,249,1193,50,248
14956,3444,1332,121,166,441,37,638,24,49
14957,2149,1943,9,65,57,249,652,50,248
14958,1439,3206,56,70,285,249,893,50,248
14959,4114,430,56,142,90,276,2087,27,276
14960,1676,3786,56,70,99,164,1307,26,166
14961,6249,4036,81,111,240,156,895,66,113
14962,4095,588,56,99,267,196,1654,45,209
14963,7350,4033,56,72,119,341,979,21,341
14964,3626,3679,56,70,335,162,893,50,165
14965,5118,3916,31,91,296,164,1307,26,166
14966,6877,3453,56,16,428,266,1299,65,265
14967,6534,2440,56,142,15,238,835,50,237
14968,2624,2700,56,5,413,155,1974,48,159
14969,5958,3948,56,142,423,0,893,50,0
14970,2543,2974,95,129,236,144,2147,56,149
14971,5728,876,60,159,240,299,193,0,112
14972,4550,1263,37,44,348,217,2200,27,218
14973,4170,1612,55,69,229,154,881,0,158
14974,4911,1703,56,163,151,169,1196,24,172
14975,953,2137,56,142,157,8,726,4,9
14976,5465,3743,56,142,140,144,1391,56,149
14977,1254,730,46,54,233,154,881,0,158
14978,4685,2362,56,99,25,249,893,50,248
14979,2906,3677,56,158,348,162,1193,50,165
14980,1120,2989,56,33,188,162,893,50,165
14981,6208,2621,3,2,69,98,500,66,100
14982,7456,329,22,30,239,144,869,56,149
14983,3478,595,56,16,341,301,384,20,302
14984,4019,4074,56,16,377,189,1175,9,193
14985,579,3117,56,5,436,249,893,50,248
14986,2439,358,9,65,379,56,273,29,58
14987,2087,3144,56,158,372,155,1388,48,159
14988,4072,3020,56,33,349,162,893,50,165
14989,256,587,56,16,374,316,495,20,316
14990,5311,740,56,142,157,162,893,50,165
14991,6221,2192,56,5,250,308,187,48,250
14992,110,2618,56,142,51,20,1780,4,24
14993,2543,2774,74,101,271,222,679,9,222
14994,5311,1395,121,166,241,151,941,24,29
14995,1332,2340,56,99,410,162,1193,50,165
14996,2106,2708,94,128,216,156,995,66,113
14997,5040,3801,124,68,154,172,768,44,175
14998,3773,2518,56,142,318,91,726,4,93
14999,1687,3579,31,91,138,162,893,50,165
15000,4846,3806,37,44,260,315,2158,56,315
15001,5686,1823,121,96,195,298,2281,9,300
15002,2543,241,56,99,345,329,1227,18,328
15003,4820,3958,57,71,56,120,1728,18,126
15004,502,848,37,44,357,73,381,3,77
15005,3576,2700,56,5,413,155,1974,48,159
15006,557,3425,56,16,118,276,2087,27,276
15007,205,793,56,5,423,249,893,50,248
15008,4394,3741,51,62,241,236,686,24,235
15009,6241,3615,56,99,317,222,679,9,222
15010,6695,4077,56,16,369,258,679,9,258
15011,1173,2968,62,80,229,156,895,66,113
15012,3575,1315,56,70,165,161,409,50,164
15013,1891,2024,56,43,327,0,49,50,0
15014,5809,848,31,91,357,149,1808,3,154
15015,7442,1481,56,70,438,115,1844,19,186
15016,1520,2362,56,99,25,162,893,50,165
15017,5034,1236,56,70,370,318,897,51,317
15018,2517,4078,123,170,205,169,1350,24,172
15019,6221,1254,56,142,157,91,726,4,93
15020,7054,1385,56,5,120,249,893,50,248
15021,2454,2626,56,142,157,269,1505,4,268
15022,7456,2494,56,5,346,266,2090,65,265
15023,3529,3384,56,33,29,315,1116,56,315
15024,5155,1727,56,158,254,48,1618,22,51
15025,4899,3034,10,13,368,316,2356,20,316
15026,5306,2312,99,98,73,8,445,4,9
15027,3283,219,56,163,151,36,2178,24,40
15028,5159,3206,56,70,285,162,893,50,165
15029,6390,1984,35,116,216,299,889,0,112
15030,557,171,56,16,270,249,1081,50,248
15031,5465,2390,56,142,10,242,187,4,241
15032,2866,2582,3,2,136,241,1386,8,240
15033,7148,3630,56,5,448,341,274,21,341
15034,4724,36,56,5,82,249,893,50,248
15035,6065,3640,56,142,175,249,893,50,248
15036,1423,1031,56,43,228,317,1529,50,171
15037,7094,2566,56,5,359,274,563,4,274
15038,5577,2515,85,115,233,160,1651,0,163
15039,3768,4077,56,16,369,341,679,21,341
15040,533,1036,56,33,96,249,893,50,248
15041,7158,2391,56,5,376,238,893,50,237
15042,3957,2743,56,33,209,341,274,21,341
15043,1098,2444,56,72,248,17,1378,65,20
15044,4276,1129,56,70,165,27,1341,18,32
15045,7047,3458,56,99,432,261,1112,5,260
15046,3919,371,56,142,423,249,893,50,248
15047,2332,2397,9,65,379,297,274,29,299
15048,6747,1660,56,33,211,77,363,23,81
15049,3876,1727,56,158,101,337,1618,22,337
15050,268,805,37,44,90,276,2087,27,276
15051,187,4199,56,99,269,162,893,50,165
15052,248,3756,56,16,37,249,893,50,248
15053,7159,3518,56,99,186,249,893,50,248
15054,5397,3866,121,166,442,236,1515,24,235
15055,2543,2385,31,91,296,162,893,50,165
15056,6534,1701,56,33,315,311,285,56,311
15057,1676,3987,56,57,312,249,893,50,248
15058,7456,1553,56,5,197,325,1615,21,324
15059,2263,3607,74,101,283,334,2189,4,334
15060,6191,1254,56,142,157,8,726,4,9
15061,112,986,56,16,373,17,2076,65,20
15062,966,325,50,59,216,154,879,0,158
15063,5397,2202,100,137,391,37,2242,24,49
15064,386,3700,56,72,3,2,1195,39,3
15065,7517,3352,123,170,292,321,1602,56,322
15066,529,3965,56,16,329,162,893,50,165
15067,1507,302,31,91,325,238,1021,50,237
15068,2866,2174,74,101,316,127,1593,4,133
15069,2717,3940,56,5,90,249,893,50,248
15070,7073,3242,56,33,349,195,2310,2,199
15071,5524,1103,13,174,219,154,881,0,158
15072,3369,1112,56,5,413,269,1406,4,268
15073,1530,1037,56,33,440,336,1249,27,336
15074,2510,1812,94,128,216,232,1058,49,261
15075,1120,1708,56,142,376,162,893,50,165
15076,1905,3447,56,33,440,207,2285,28,181
15077,6068,164,56,142,376,341,274,21,341
15078,1507,3685,56,33,211,249,893,50,248
15079,4691,3281,56,142,355,308,114,48,250
15080,3856,1407,123,170,205,36,1633,24,40
15081,6199,214,56,142,157,91,726,4,93
15082,7028,1604,99,135,216,57,300,3,60
15083,7306,1195,3,2,69,241,1030,8,240
15084,2837,2164,56,142,157,8,726,4,9
15085,6612,727,71,103,44,162,893,50,165
15086,1102,2802,56,16,281,316,919,20,316
15087,2031,2047,9,65,385,280,1802,29,280
15088,529,1044,56,16,270,316,919,20,316
15089,4205,395,56,33,325,82,2286,19,85
15090,6467,1972,56,5,337,259,1054,43,259
15091,440,1442,16,21,431,326,533,19,325
15092,6887,3188,56,142,367,326,1557,19,325
15093,953,3705,111,22,416,15,629,2,18
15094,5253,1881,56,158,101,337,1618,22,337
15095,3722,3953,56,158,348,162,893,50,165
15096,1999,3073,56,158,200,326,259,19,325
15097,6784,2769,74,101,123,334,1792,4,334
15098,5946,3276,117,156,299,156,881,66,113
15099,2804,490,56,99,334,242,2273,4,241
15100,4679,3919,56,158,372,0,2258,50,0
15101,5553,2109,60,107,233,299,2150,0,112
15102,6199,2236,56,5,311,233,458,4,78
15103,2803,3421,56,99,334,194,1750,66,198
15104,1120,1135,71,42,274,162,893,50,165
15105,5083,3371,56,99,56,0,893,50,0
15106,2310,3935,56,158,348,249,893,50,248
15107,2837,3870,0,27,268,189,939,9,193
15108,5197,1254,56,142,157,91,726,4,93
15109,7208,3604,56,33,67,266,1241,65,265
15110,943,1390,48,3,241,169,691,24,172
15111,1174,782,56,43,228,325,274,21,324
15112,123,1554,112,152,430,162,893,50,165
15113,415,793,56,5,423,249,893,50,248
15114,1046,1170,67,85,233,154,798,0,158
15115,3728,4222,102,140,259,156,881,66,113
15116,6219,1254,56,142,157,269,1505,4,268
15117,5171,563,56,142,15,0,1189,50,0
15118,2168,1452,71,103,383,276,2087,27,276
15119,6014,1668,56,5,311,237,810,4,236
15120,6393,889,126,175,216,160,889,0,163
15121,5003,3887,56,142,10,0,1214,50,0
15122,2747,289,56,57,358,249,893,50,248
15123,1120,4184,56,33,160,30,1181,26,35
15124,1204,1438,45,124,219,156,895,66,113
15125,6138,3140,56,72,445,125,314,27,130
15126,5397,1721,56,70,0,266,1793,65,265
15127,2543,2719,9,65,96,0,1221,50,0
15128,3961,1909,56,5,413,324,1441,8,323
15129,7144,558,56,142,367,249,893,50,248
15130,6762,231,31,91,301,128,1013,5,224
15131,1643,572,56,158,270,317,1727,50,171
15132,3249,2119,43,50,219,154,881,0,158
15133,2680,2172,22,30,83,183,1987,34,145
15134,5524,3160,13,174,233,154,881,0,158
15135,241,1696,56,158,372,278,73,53,278
15136,4105,3038,56,5,399,249,893,50,248
15137,4421,2792,3,2,275,166,2025,33,168
15138,6564,44,56,16,37,249,893,50,248
15139,5311,3018,56,5,9,89,2273,4,91
15140,4968,1131,56,16,156,10,164,20,12
15141,2535,3630,56,5,448,194,1095,66,198
15142,3957,2461,87,119,240,299,191,0,112
15143,1204,1093,45,124,332,194,1095,66,198
15144,4541,3294,88,120,355,159,758,66,162
15145,5670,1608,56,158,407,316,919,20,316
15146,1936,1349,56,5,275,141,1364,22,146
15147,7510,1041,56,16,270,249,893,50,248
15148,2456,326,56,5,181,242,1465,4,241
15149,3957,568,74,101,27,17,1177,65,20
15150,2837,579,56,142,305,274,1564,4,274
15151,841,896,56,158,74,194,1915,66,198
15152,967,2102,27,35,216,299,48,0,112
15153,1170,3985,56,5,90,341,274,21,341
15154,4762,413,56,142,355,249,893,50,248
15155,5076,823,56,142,423,162,893,50,165
15156,6738,2454,7,61,47,334,2279,4,334
15157,2454,3693,113,153,73,269,1505,4,268
15158,1528,546,31,91,427,249,893,50,248
15159,953,4220,56,5,359,330,563,8,329
15160,7294,1962,56,5,260,315,752,56,315
15161,1120,2063,56,5,84,0,2258,50,0
15162,6480,2355,100,137,292,214,991,5,216
15163,527,4162,40,47,219,156,895,66,113
15164,2017,4120,56,16,180,0,893,50,0
15165,1054,2306,56,142,318,242,683,4,241
15166,3656,2567,56,142,32,20,1605,4,24
15167,6692,750,56,158,407,249,893,50,248
15168,3862,799,56,57,230,252,1021,50,252
15169,5768,396,56,5,90,316,1670,20,316
15170,4913,1326,121,96,442,37,638,24,49
15171,5397,2805,37,95,241,37,638,24,49
15172,5616,2753,101,141,205,36,2178,24,40
15173,5271,2906,56,163,28,36,1314,24,40
15174,1173,2402,90,123,240,156,895,66,113
15175,670,2399,56,33,211,0,893,50,0
15176,1,1135,71,42,274,162,893,50,165
15177,5311,2029,56,57,312,249,893,50,248
15178,1189,1843,94,128,216,156,995,66,113
15179,7371,2662,56,70,0,166,120,33,168
15180,3704,3378,56,142,15,162,893,50,165
15181,4664,2351,56,57,70,0,893,50,0
15182,3465,2076,56,142,305,269,1505,4,268
15183,4258,2393,56,5,161,249,893,50,248
15184,3711,3843,56,99,317,192,679,9,196
15185,6534,3730,56,158,444,155,1765,48,159
15186,5724,3264,39,46,240,156,895,66,113
15187,4170,629,40,47,233,299,1950,0,112
15188,891,2955,31,91,296,162,893,50,165
15189,3327,2196,100,137,241,169,790,24,172
15190,4085,3104,56,33,185,216,1438,23,217
15191,5397,196,101,141,241,169,1196,24,172
15192,5053,2622,56,142,157,308,114,48,250
15193,1674,1193,56,16,156,162,893,50,165
15194,3519,3843,56,99,317,192,679,9,196
15195,1676,1359,56,142,15,162,1193,50,165
15196,1507,3975,56,99,186,162,893,50,165
15197,67,955,56,16,373,240,2209,66,178
15198,7420,831,56,158,348,207,2285,28,181
15199,168,430,56,5,423,276,931,27,276
15200,3519,1971,56,33,412,175,1557,4,188
15201,5621,3389,35,39,216,160,2292,0,163
15202,1329,2203,76,136,222,159,895,66,162
15203,6615,1962,56,5,260,89,43,4,91
15204,1364,2127,56,142,346,305,1714,65,306
15205,5455,454,56,5,161,0,1193,50,0
15206,6534,2579,56,5,353,242,256,4,241
15207,3449,2839,56,142,223,155,637,48,159
15208,1120,2401,56,5,376,247,1307,26,246
15209,953,2352,56,99,432,330,1914,8,329
15210,7153,2901,56,5,376,249,1193,50,248
15211,5524,4215,13,174,229,299,886,0,112
15212,3722,2372,56,158,348,325,1615,21,324
15213,1528,4129,56,33,226,164,1307,26,166
15214,5330,435,56,43,114,108,1029,28,111
15215,5770,2285,56,5,44,249,893,50,248
15216,2837,1544,56,142,197,162,893,50,165
15217,745,1341,52,66,259,154,879,0,158
15218,3999,2646,56,33,29,144,2094,56,149
15219,1254,4226,13,60,240,154,886,0,158
15220,2268,3683,56,142,376,325,87,21,324
15221,841,2842,56,158,74,321,2295,56,322
15222,2106,4057,110,151,229,156,895,66,113
15223,5686,1800,75,102,268,298,1120,9,300
15224,1259,2082,56,142,231,276,2087,27,276
15225,3634,2721,56,16,284,194,1095,66,198
15226,5159,8,56,70,285,162,1193,50,165
15227,3625,2362,56,99,25,249,893,50,248
15228,5756,2866,56,16,345,316,300,20,316
15229,5105,4010,56,99,321,251,1505,40,249
15230,5987,2351,56,57,70,249,893,50,248
15231,5499,3471,56,142,15,341,274,21,341
15232,1524,2560,56,33,325,325,2122,21,324
15233,515,3235,56,158,215,231,1021,50,231
15234,4711,2869,56,57,426,249,893,50,248
15235,496,4164,56,33,146,164,2346,26,166
15236,5770,1886,56,99,410,144,25,56,149
15237,1616,3798,56,5,210,162,893,50,165
15238,2020,3836,56,99,159,294,1108,21,296
15239,5830,747,56,70,31,162,1193,50,165
15240,5306,3317,56,5,404,194,1095,66,198
15241,102,330,56,5,2,249,893,50,248
15242,1479,1039,56,99,20,162,893,50,165
15243,5585,2616,41,48,219,156,895,66,113
15244,7105,753,56,70,31,240,1057,66,178
15245,5077,3493,56,5,423,249,893,50,248
15246,1519,2147,13,60,240,154,881,0,158
15247,6249,1854,81,111,240,154,881,0,158
15248,5680,3042,56,57,157,293,1852,53,74
15249,5155,3682,56,158,254,48,1618,22,51
15250,6200,1909,56,5,413,8,1732,4,9
15251,349,1863,64,82,222,156,895,66,113
15252,5747,3263,13,174,233,156,895,66,113
15253,914,2267,56,142,419,91,726,4,93
15254,2282,2883,56,99,8,249,893,50,248
15255,5413,803,56,5,423,27,1227,18,32
15256,7403,1780,61,78,216,154,879,0,158
15257,5741,608,45,173,219,156,895,66,113
15258,3941,3672,108,147,308,45,1328,40,47
15259,698,1975,56,5,260,315,752,56,315
15260,5946,666,67,85,259,299,1586,0,112
15261,75,3054,45,124,219,154,881,0,158
15262,2031,789,95,129,360,280,1297,29,280
15263,819,1315,56,70,165,161,409,50,164
15264,5747,2147,13,60,240,154,881,0,158
15265,5105,2146,122,169,69,269,447,4,268
15266,7456,4110,56,16,284,17,575,65,20
15267,7271,38,51,62,268,192,679,9,196
15268,5741,1901,45,52,219,156,895,66,113
15269,4790,1857,56,5,338,162,893,50,165
15270,819,2593,56,5,337,315,2075,56,315
15271,1673,2038,56,142,239,0,1189,50,0
15272,6534,2523,56,142,157,243,339,8,242
15273,1654,976,56,163,28,283,638,24,286
15274,557,38,88,120,268,159,366,66,162
15275,432,3657,56,70,99,164,1307,26,166
15276,2817,3502,97,133,416,15,684,2,18
15277,953,4129,56,33,226,247,1307,26,246
15278,201,1077,56,5,90,249,893,50,248
15279,2185,2848,56,142,300,329,1227,18,328
15280,4339,1256,56,43,384,329,1227,18,328
15281,2454,3108,56,158,408,77,1016,23,81
15282,7221,1267,56,43,212,276,2087,27,276
15283,7306,2623,56,72,381,167,353,39,169
15284,7056,487,56,43,362,231,461,50,231
15285,844,3934,56,99,20,162,893,50,165
15286,6534,2596,56,142,157,242,20,4,241
15287,953,2622,56,142,157,33,1953,8,37
15288,7306,3200,56,5,81,67,2203,58,295
15289,841,695,37,95,268,189,940,9,193
15290,6530,3932,56,99,37,0,287,50,0
15291,2073,2913,9,11,422,260,33,66,285
15292,7175,40,56,57,358,249,893,50,248
15293,3684,2155,47,56,216,154,798,0,158
15294,6353,720,37,44,373,13,1818,65,15
15295,1594,3674,37,95,195,298,1827,9,300
15296,6894,3592,56,57,426,249,893,50,248
15297,6694,1161,56,16,270,316,272,20,316
15298,415,2037,56,142,376,162,893,50,165
15299,1809,1719,56,43,364,249,893,50,248
15300,953,1044,56,16,270,249,893,50,248
15301,3820,3162,100,137,268,189,1816,9,193
15302,224,2586,56,142,316,91,726,4,93
15303,6149,3654,0,27,171,176,1503,5,104
15304,5988,25,56,70,99,10,919,20,12
15305,1120,3649,56,158,257,341,274,21,341
15306,3795,1092,36,41,216,57,1229,3,60
15307,4781,598,56,16,201,249,893,50,248
15308,6688,1909,56,5,413,33,1914,8,37
15309,3636,26,32,138,270,162,893,50,165
15310,6692,134,56,158,348,249,893,50,248
15311,5524,3780,13,174,233,154,881,0,158
15312,6514,3682,56,158,314,48,1659,22,51
15313,4550,957,56,57,230,194,252,66,198
15314,1341,3328,124,68,222,160,798,0,163
15315,6599,902,112,104,222,159,798,66,162
15316,5794,3235,56,158,215,315,1404,56,315
15317,5034,1159,56,70,370,285,985,51,287
15318,2625,751,56,158,348,336,2087,27,336
15319,2634,1844,56,158,314,48,2022,22,51
15320,3957,3325,89,122,240,299,2256,0,112
15321,1676,627,56,70,335,162,1193,50,165
15322,5168,94,56,16,374,194,76,66,198
15323,7262,430,56,5,355,194,1095,66,198
15324,506,1445,3,2,445,17,413,65,20
15325,2260,1353,111,22,416,114,6,2,120
15326,4678,1314,56,57,312,249,2159,50,248
15327,131,1980,10,13,368,249,893,50,248
15328,6200,2698,56,5,206,274,1390,4,274
15329,3639,499,56,5,402,5,929,4,6
15330,6482,3433,0,27,205,169,596,24,172
15331,5958,1997,56,142,423,0,893,50,0
15332,1686,3398,101,141,241,36,1196,24,40
15333,5730,3257,40,130,405,240,2294,66,178
15334,416,1154,56,99,8,249,1038,50,248
15335,4936,2217,56,142,239,315,2158,56,315
15336,4914,2803,74,101,203,241,1030,8,240
15337,6380,1037,56,33,22,276,965,27,276
15338,2086,289,56,57,358,278,893,53,278
15339,2923,2438,37,44,90,19,2087,27,23
15340,543,4132,56,142,15,231,835,50,231
15341,53,897,56,158,74,194,1734,66,198
15342,6534,577,56,43,228,162,893,50,165
15343,4179,2960,56,142,346,266,1793,65,265
15344,6065,1772,44,51,83,51,536,34,54
15345,7456,2292,56,5,62,118,493,42,124
15346,6806,1024,56,43,228,249,1193,50,248
15347,7517,3800,100,137,292,218,1855,57,219
15348,4733,235,80,110,207,162,893,50,165
15349,5770,2656,56,5,359,242,2273,4,241
15350,5770,665,56,33,379,308,920,48,250
15351,4071,2220,56,142,376,308,212,48,250
15352,3600,3867,124,68,154,341,963,21,341
15353,3502,573,56,16,374,316,495,20,316
15354,2610,2136,35,39,216,299,1586,0,112
15355,5297,2153,56,99,56,249,1193,50,248
15356,5106,3181,56,43,228,162,186,50,165
15357,3961,2571,56,142,10,269,1505,4,268
15358,1440,1781,101,141,241,37,638,24,49
15359,3447,1844,56,158,251,48,1618,22,51
15360,1673,794,56,5,423,249,1081,50,248
15361,6328,3245,56,72,48,17,633,65,20
15362,2543,728,56,33,440,162,893,50,165
15363,2245,1095,101,141,357,73,1775,3,77
15364,6891,3123,114,154,268,189,2057,9,193
15365,2543,1931,9,65,57,341,607,21,341
15366,992,2872,96,9,219,154,881,0,158
15367,562,2242,56,16,308,342,1326,40,342
15368,224,2576,56,5,279,214,563,5,216
15369,1676,1469,108,147,158,249,371,50,248
15370,3259,3964,59,144,240,156,895,66,113
15371,387,2162,119,162,299,156,881,66,113
15372,841,1732,121,96,268,189,939,9,193
15373,110,2645,56,142,157,8,726,4,9
15374,2821,4002,75,102,17,151,941,24,29
15375,5890,1810,56,5,78,249,1081,50,248
15376,2466,3190,114,154,268,189,939,9,193
15377,7517,987,56,163,151,37,638,24,49
15378,6649,647,56,57,426,249,893,50,248
15379,2837,1312,56,33,211,0,893,50,0
15380,3957,553,56,5,319,194,1078,66,198
15381,5465,326,56,5,181,242,1465,4,241
15382,7345,1844,56,158,314,337,1618,22,337
15383,1676,3265,56,158,407,162,893,50,165
15384,3707,662,67,85,259,154,798,0,158
15385,5724,909,39,46,219,156,895,66,113
15386,5465,630,5,4,73,8,445,4,9
15387,5775,1572,56,142,430,0,540,50,0
15388,7365,3038,56,142,399,249,893,50,248
15389,502,4216,112,167,341,19,1176,27,23
15390,5684,2593,56,5,337,144,360,56,149
15391,4040,2339,110,151,240,299,191,0,112
15392,1507,2554,9,65,385,280,876,29,280
15393,6907,1461,112,152,47,296,2222,33,298
15394,1636,1727,56,158,314,48,1618,22,51
15395,2052,3508,56,72,119,116,822,30,122
15396,4273,1372,56,142,297,161,1925,50,164
15397,3586,2596,56,142,32,5,871,4,6
15398,1187,2967,62,80,219,156,895,66,113
15399,1186,2142,59,76,229,154,881,0,158
15400,6817,2125,56,5,275,0,1189,50,0
15401,97,4199,56,99,269,249,893,50,248
15402,2262,1526,22,30,64,33,1708,8,37
15403,2849,3392,40,130,153,149,0,3,154
15404,6534,2863,113,153,73,269,445,4,268
15405,7344,2883,56,99,8,162,893,50,165
15406,4421,3261,56,5,307,0,565,50,0
15407,6065,1028,56,43,228,0,250,50,0
15408,1733,157,56,142,157,8,726,4,9
15409,84,750,56,158,293,162,893,50,165
15410,1120,1118,56,16,36,322,558,5,320
15411,495,2559,56,5,161,162,893,50,165
15412,800,3000,56,33,400,194,443,66,198
15413,6565,1413,56,16,345,0,893,50,0
15414,2466,2564,56,158,444,341,2318,21,341
15415,6891,1155,114,154,268,189,939,9,193
15416,4051,3640,56,142,175,249,893,50,248
15417,7293,1859,37,44,268,189,466,9,193
15418,65,955,56,16,373,240,253,66,178
15419,5105,2038,56,142,239,294,498,21,296
15420,5383,1579,56,158,372,162,1193,50,165
15421,3768,3672,108,147,308,45,1328,40,47
15422,2107,1165,47,56,216,154,879,0,158
15423,6065,1787,75,102,268,189,939,9,193
15424,5747,681,13,60,233,154,881,0,158
15425,5465,2443,56,5,166,341,274,21,341
15426,3981,3589,97,133,416,99,1221,2,101
15427,545,3502,97,133,416,15,893,2,18
15428,204,1972,56,5,337,153,1054,43,239
15429,1920,2536,56,142,157,91,726,4,93
15430,6534,2346,56,5,337,194,1095,66,198
15431,679,431,56,5,423,0,287,50,0
15432,6514,1607,56,70,99,113,11,25,119
15433,4800,1496,22,30,413,242,187,4,241
15434,6570,3682,56,158,254,295,735,22,297
15435,5906,367,56,70,31,249,893,50,248
15436,440,3112,80,110,431,115,714,19,186
15437,2545,3277,56,142,355,162,893,50,165
15438,3442,2459,56,5,275,26,1514,31,31
15439,1120,3940,56,5,90,162,893,50,165
15440,3957,859,56,16,284,341,274,21,341
15441,6370,2485,56,5,319,308,2303,48,250
15442,4170,3454,83,113,240,299,1122,0,112
15443,6524,918,67,85,6,12,695,39,14
15444,4942,747,56,70,31,162,1193,50,165
15445,6358,2408,56,16,345,26,78,31,31
15446,6208,2472,3,2,250,242,361,4,241
15447,953,710,56,33,25,164,1307,26,166
15448,4188,2583,56,158,200,120,129,18,126
15449,1809,3373,56,16,118,249,893,50,248
15450,496,2416,56,16,329,162,1193,50,165
15451,5846,3860,56,142,297,170,2203,58,173
15452,5770,2639,56,142,157,146,1652,25,151
15453,5465,1958,56,57,326,144,2012,56,149
15454,5311,1890,56,5,413,194,1095,66,198
15455,6534,1916,56,5,413,22,1672,1,26
15456,6191,4010,56,99,321,251,1505,40,249
15457,6065,20,56,5,448,249,893,50,248
15458,1061,2974,95,129,379,35,1166,54,39
15459,3429,2441,56,142,175,162,893,50,165
15460,2454,2170,56,142,157,8,726,4,9
15461,1120,1746,1,0,111,162,893,50,165
15462,1422,4072,75,102,241,37,638,24,49
15463,3416,349,37,95,241,37,638,24,49
15464,562,1021,56,16,36,0,893,50,0
15465,2051,2584,56,142,359,173,2012,4,176
15466,4829,1990,56,142,346,305,44,65,306
15467,4913,3412,37,95,241,37,638,24,49
15468,6227,3352,56,142,292,315,1602,56,315
15469,4567,3334,3,2,404,241,1030,8,240
15470,4324,371,56,142,355,162,893,50,165
15471,7094,2039,56,142,318,243,1101,8,242
15472,4321,3724,56,142,50,266,1793,65,265
15473,2846,689,56,16,284,194,1859,66,198
15474,4402,2768,56,5,260,233,1399,4,78
15475,6896,3565,64,82,222,159,895,66,162
15476,1330,2499,27,35,216,240,2334,66,178
15477,5846,873,56,33,16,178,33,39,205
15478,5941,3588,56,5,62,321,2295,56,322
15479,1120,1063,56,43,265,341,274,21,341
15480,1518,3471,56,142,15,325,2122,21,324
15481,1863,1431,3,2,51,241,1030,8,240
15482,7380,620,110,151,6,72,1814,39,76
15483,953,289,56,57,358,162,893,50,165
15484,6598,566,112,104,222,154,798,0,158
15485,1676,122,56,43,327,0,1193,50,0
15486,6882,710,56,33,25,164,1307,26,166
15487,2420,1231,56,99,412,175,1505,4,188
15488,2142,250,100,137,179,214,991,5,216
15489,926,998,56,16,270,0,1193,50,0
15490,4938,4206,31,91,296,162,893,50,165
15491,1216,2233,112,152,404,330,1914,8,329
15492,1428,2969,56,99,340,82,1082,19,85
15493,3650,2385,31,91,296,162,893,50,165
15494,5846,71,31,91,12,164,1307,26,166
